split,row_i,n_points,n_classes_present,classes_present,only_bg,bg_points,fg_points
train,931,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,932,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,933,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,934,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,935,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,936,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,937,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,938,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,939,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,940,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,941,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,942,8192,13,"0,1,2,3,5,6,7,8,9,10,11,13,14",0,6554,1638
train,943,8192,13,"0,1,2,3,5,6,7,8,9,10,11,13,14",0,6554,1638
train,944,8192,13,"0,1,2,3,5,6,7,8,9,10,11,13,14",0,6554,1638
train,945,8192,13,"0,1,2,3,5,6,7,8,9,10,11,13,14",0,6554,1638
train,946,8192,1,0,1,8192,0
train,947,8192,1,0,1,8192,0
train,948,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,949,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,950,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,951,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,952,8192,12,"0,1,2,3,4,5,6,8,9,10,11,13",0,6554,1638
train,953,8192,12,"0,1,2,3,4,5,6,8,9,10,11,13",0,6554,1638
train,954,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,955,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,956,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,957,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,958,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,959,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,960,8192,13,"0,1,2,3,5,6,7,8,9,10,11,13,14",0,6554,1638
train,961,8192,13,"0,1,2,3,5,6,7,8,9,10,11,13,14",0,6554,1638
train,962,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,963,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,964,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,965,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,966,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,967,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,968,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,969,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,970,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,971,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,972,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,973,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,974,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,975,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,976,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,977,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,978,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,979,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,980,8192,1,0,1,8192,0
train,981,8192,1,0,1,8192,0
train,982,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,983,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,984,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,985,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,986,8192,1,0,1,8192,0
train,987,8192,1,0,1,8192,0
train,988,8192,13,"0,1,2,3,4,6,8,9,10,11,12,13,14",0,6554,1638
train,989,8192,13,"0,1,2,3,4,6,8,9,10,11,12,13,14",0,6554,1638
train,990,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,991,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,992,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,993,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,994,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,995,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,996,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,997,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,998,8192,11,"0,1,2,5,6,7,8,9,12,13,14",0,6554,1638
train,999,8192,11,"0,1,2,5,6,7,8,9,12,13,14",0,6554,1638
train,1000,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1001,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1002,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1003,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1004,8192,13,"0,1,2,3,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1005,8192,13,"0,1,2,3,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1006,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1007,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1008,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1009,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1010,8192,13,"0,1,2,3,5,6,7,8,9,10,12,13,14",0,6554,1638
train,1011,8192,13,"0,1,2,3,5,6,7,8,9,10,12,13,14",0,6554,1638
train,1012,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,1013,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,1014,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1015,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1016,8192,1,0,1,8192,0
train,1017,8192,1,0,1,8192,0
train,1018,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1019,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1020,8192,1,0,1,8192,0
train,1021,8192,1,0,1,8192,0
train,1022,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1023,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1024,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1025,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1026,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1027,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1028,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1029,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1030,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1031,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1032,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1033,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1034,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1035,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1036,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1037,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1038,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1039,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1040,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1041,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1042,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1043,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1044,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1045,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1046,8192,1,0,1,8192,0
train,1047,8192,1,0,1,8192,0
train,1048,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1049,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1050,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1051,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1052,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1053,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1054,8192,1,0,1,8192,0
train,1055,8192,1,0,1,8192,0
train,1056,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1057,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1058,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1059,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1060,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1061,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1062,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1063,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1064,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1065,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1066,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1067,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1068,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1069,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1070,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1071,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1072,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1073,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1074,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1075,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1076,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1077,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1078,8192,12,"0,1,2,3,4,6,7,8,9,10,11,13",0,6554,1638
train,1079,8192,12,"0,1,2,3,4,6,7,8,9,10,11,13",0,6554,1638
train,1080,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1081,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1082,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1083,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1084,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1085,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1086,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1087,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1088,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1089,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1090,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1091,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1092,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1093,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1094,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1095,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1096,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1097,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1098,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1099,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1100,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1101,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1102,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1103,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1104,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1105,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1106,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1107,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1108,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1109,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1110,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,1111,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,1112,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1113,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1114,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1115,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1116,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1117,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1118,8192,1,0,1,8192,0
train,1119,8192,1,0,1,8192,0
train,1120,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1121,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1122,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1123,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1124,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1125,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1126,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1127,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1128,8192,12,"0,1,2,3,4,5,8,9,10,11,12,13",0,6554,1638
train,1129,8192,12,"0,1,2,3,4,5,8,9,10,11,12,13",0,6554,1638
train,1130,8192,1,0,1,8192,0
train,1131,8192,1,0,1,8192,0
train,1132,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1133,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1134,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,13,14",0,6554,1638
train,1135,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,13,14",0,6554,1638
train,1136,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1137,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1138,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1139,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1140,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1141,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1142,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1143,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1144,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1145,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1146,8192,14,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1147,8192,14,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1148,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1149,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1150,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1151,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1152,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1153,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1154,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1155,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1156,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1157,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1158,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1159,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1160,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1161,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1162,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1163,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1164,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1165,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1166,8192,12,"0,1,2,3,4,5,8,9,10,11,12,13",0,6554,1638
train,1167,8192,12,"0,1,2,3,4,5,8,9,10,11,12,13",0,6554,1638
train,1168,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1169,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1170,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1171,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1172,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1173,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1174,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1175,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1176,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1177,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1178,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1179,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1180,8192,1,0,1,8192,0
train,1181,8192,1,0,1,8192,0
train,1182,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1183,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1184,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1185,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1186,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1187,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1188,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1189,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1190,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1191,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1192,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1193,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1194,8192,10,"0,1,2,3,4,6,8,9,11,13",0,6554,1638
train,1195,8192,10,"0,1,2,3,4,6,8,9,11,13",0,6554,1638
train,1196,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1197,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1198,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1199,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1200,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,1201,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,1202,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,1203,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,1204,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1205,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1206,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1207,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1208,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1209,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1210,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1211,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1212,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1213,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1214,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1215,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1216,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1217,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1218,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1219,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1220,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1221,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1222,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1223,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1224,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1225,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1226,8192,12,"0,1,2,3,5,6,7,8,9,11,13,14",0,6554,1638
train,1227,8192,12,"0,1,2,3,5,6,7,8,9,11,13,14",0,6554,1638
train,1228,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1229,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1230,8192,11,"0,1,2,3,4,5,8,9,10,11,12",0,6554,1638
train,1231,8192,11,"0,1,2,3,4,5,8,9,10,11,12",0,6554,1638
train,1232,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1233,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1234,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1235,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1236,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1237,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1238,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1239,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
